#{"t_start": 1765125375.6174812, "env_id": "None"}
r,l,t
-229.522994,100,839.012008
37.766408,89,840.206692
-78.24096,100,841.502617
-249.872399,100,842.853239
-119.017804,100,844.197176
-86.877702,100,845.489835
-76.545703,100,846.782326
-159.726784,100,848.156195
-154.292908,100,849.468465
-135.523337,100,850.809389
-86.690769,100,852.12545
-63.801424,100,853.423385
-216.343894,100,854.707853
-65.153772,100,856.006658
-121.550046,100,857.329878
-74.363314,100,858.629172
-97.52025,100,859.990448
-64.926016,100,861.29573
-81.5907,100,862.537855
-65.690009,100,863.869783
-94.428398,100,865.202065
-149.909811,100,866.504579
-193.754404,100,867.846851
-56.676193,100,869.139509
-59.725002,100,870.476529
-75.056547,100,871.777858
-37.230006,100,873.093076
144.529612,18,873.465128
145.543835,18,873.818115
-151.616742,100,875.122751
143.307711,20,875.521136
-117.759603,100,876.857184
97.944022,57,877.674111
145.107622,18,878.034943
138.201934,26,878.489349
-133.992339,100,879.761615
-174.544347,100,881.090739
-139.494071,100,882.378961
117.471674,37,882.963117
-197.966514,100,884.301305
122.24512,40,884.918491
129.700462,33,885.462695
143.250291,19,885.85225
45.697301,77,886.900978
-52.137733,100,888.189808
119.663872,34,888.73851
-151.664921,100,890.04026
107.59457,46,890.732322
-104.022213,100,891.997127
-84.232434,100,893.281303
-71.935478,100,894.551499
-186.229247,100,895.862596
-170.844632,100,897.137638
-120.705761,100,898.415567
-108.293452,100,899.686917
-106.477645,100,900.977545
-121.255445,100,902.221837
-107.509723,100,903.522233
-121.651635,100,904.78408
-101.60096,100,906.056919
-80.136157,100,907.367686
-116.973343,100,908.641598
-94.215851,100,909.9115
-95.121705,100,911.201244
-126.482749,100,912.507315
-124.417042,100,913.841074
-130.654831,100,915.267883
-84.016002,100,916.62056
-112.476913,100,917.972347
-119.235424,100,919.324394
-113.070604,100,920.607261
-88.597099,100,921.924073
-138.638428,100,923.263158
-137.187779,100,924.601403
97.984417,46,925.306093
-73.480349,100,926.566644
-152.328903,100,927.868844
-168.52907,100,929.207661
-177.383295,100,930.529141
112.871165,37,931.118402
-88.128628,100,932.451055
-61.704366,100,933.821175
-60.96595,100,935.117077
-99.116175,100,936.462149
-93.834899,100,937.795475
-125.321174,100,939.123237
103.612576,40,939.73906
-111.791463,100,941.045577
-62.192476,100,942.33371
-91.077891,100,943.636945
-144.331727,100,944.922349
111.417136,38,945.511793
58.839613,67,946.480922
-100.796313,100,947.757201
-96.826819,100,949.038211
-125.032422,100,950.350281
-62.814436,100,951.655419
-62.863032,100,953.028526
-125.231212,100,954.322356
-59.554274,100,955.600016
-79.3058,100,956.886283
-71.297497,100,958.172252
-136.064686,100,959.456102
-101.157659,100,960.743641
-69.860371,100,962.022478
-76.168448,100,963.30054
-63.814572,100,964.573524
-99.626912,100,965.851475
-102.222268,100,967.129263
-136.221051,100,968.463662
-124.253654,100,969.770152
-131.401068,100,971.069788
-63.221048,100,972.341622
-68.079595,100,973.680012
-111.412186,100,974.96946
-72.310639,100,976.285869
-96.599588,100,977.55331
-78.608758,100,978.853768
-67.971759,100,980.124983
-51.114133,100,981.425663
-133.780913,100,982.742907
-101.726385,100,984.040257
-55.411305,100,985.365667
-100.770917,100,986.671216
-105.989841,100,987.954761
-74.051509,100,989.246914
-76.109943,100,990.566354
-138.825948,100,991.905751
-65.337031,100,993.216587
-68.010539,100,994.556615
-105.306526,100,995.863527
-87.849249,100,997.195198
-82.291473,100,998.512069
76.171192,53,999.287935
-152.028444,100,1000.624212
-177.538572,100,1001.933656
-70.336822,100,1003.223767
-63.559853,100,1004.530242
-65.368819,100,1005.849082
-242.257795,100,1007.236841
-87.832091,100,1008.558197
-95.101035,100,1009.878749
-210.664904,100,1011.575007
-212.80726,100,1013.441816
-99.852131,100,1014.730744
-182.549336,100,1016.025379
-50.427784,100,1017.33537
-105.894144,100,1018.654601
-144.453747,100,1019.940611
-74.423943,100,1021.243572
-79.238389,100,1022.548061
-168.011709,100,1023.863848
-96.661415,100,1025.204622
-300.705463,100,1026.732945
-366.011001,100,1028.062935
-85.716401,100,1029.37139
-196.456613,100,1030.666597
-104.793079,100,1031.994625
-69.283887,100,1033.29445
-208.990091,100,1034.631035
-95.973953,100,1035.945613
-151.104988,100,1037.301122
-105.363699,100,1038.656586
-93.762792,100,1039.973851
-84.635913,100,1041.325456
-121.701777,100,1042.688135
-117.427789,100,1043.987371
121.157179,29,1044.489991
-138.348357,100,1045.766618
-298.750529,100,1047.196645
-126.42107,100,1048.503548
-110.111048,100,1049.802074
-214.96072,100,1051.130385
-78.991316,100,1052.402083
79.719512,48,1053.11457
-83.810338,100,1054.414465
-103.42038,100,1055.731808
-158.714986,100,1057.060159
97.371508,47,1057.752908
-99.131885,100,1059.081617
-87.497858,100,1060.488667
-93.401147,100,1061.811086
-114.927647,100,1063.120864
-85.62836,100,1064.416804
-96.247014,100,1065.710471
-65.951098,100,1067.019401
-61.977606,100,1068.416613
-64.317809,100,1069.77454
-60.436241,100,1071.037516
-79.512971,100,1072.355569
-44.508341,100,1073.663857
-80.166952,100,1074.955449
-102.291086,100,1076.278174
-144.027202,100,1077.736556
-51.968929,100,1079.055577
-211.701694,100,1080.389152
-86.333825,100,1081.7075
-112.849721,100,1083.034924
-185.859716,100,1084.438498
-106.7305,100,1085.717871
-114.479501,100,1087.005747
-110.812464,100,1088.329626
-103.925552,100,1089.653278
-206.324702,100,1091.007689
-104.164236,100,1092.329993
-99.551291,100,1093.643973
-68.342097,100,1094.9402
-94.700083,100,1096.298178
-111.297697,100,1097.663843
-133.202126,100,1099.283571
37.847465,64,1100.171028
-112.861725,100,1101.486676
-163.540909,100,1102.831541
-106.750615,100,1104.136726
-113.036903,100,1105.420681
-101.598245,100,1106.72647
-145.962216,100,1108.311338
143.082033,20,1108.694422
-108.669331,100,1110.015682
-163.252693,100,1111.316556
-135.120206,100,1112.632234
-99.938383,100,1113.938191
-103.813711,100,1115.264774
-108.762104,100,1116.558046
-98.586384,100,1117.898926
-120.807369,100,1119.320219
-260.191067,100,1120.632832
-78.297759,100,1121.954233
-139.434492,100,1123.226981
-135.274302,100,1124.51775
-144.663893,100,1125.807332
-89.692874,100,1127.107002
-112.789419,100,1128.535214
-166.391768,100,1129.963831
-99.846969,100,1131.384876
-112.932067,100,1132.794086
-118.324153,100,1134.106904
-122.29455,100,1135.536041
-137.606953,100,1136.945626
-165.383511,100,1138.306964
11.60541,96,1139.574251
-94.302734,100,1141.010726
47.456176,81,1142.195295
-121.083972,100,1143.636276
41.311449,67,1144.641273
-136.64307,100,1146.075248
65.411718,56,1146.979234
-122.981043,100,1148.418691
31.771356,69,1149.431634
-138.83509,100,1150.875335
-250.228634,100,1152.2457
-148.537775,100,1153.564858
-174.709906,100,1154.900801
-192.806559,100,1156.359991
-214.170089,100,1157.678887
-183.570532,100,1159.000327
-232.387719,100,1160.349462
-265.998792,100,1161.696663
