#{"t_start": 1765095152.9303436, "env_id": "None"}
r,l,t
-187.469015,100,2685.368293
-198.093323,100,2690.373979
-61.355937,90,2695.269319
-164.155763,100,2699.378345
-193.170014,100,2703.39763
-181.146581,100,2707.389602
-423.045656,100,2711.387589
-212.547035,100,2715.409184
-191.173296,100,2720.42279
-179.3768,100,2724.415651
-182.858457,100,2727.420281
-272.898506,100,2732.43513
-177.600707,100,2737.41767
-272.844126,100,2742.444215
-170.579964,100,2747.433449
-215.093103,100,2752.444929
-172.794982,100,2757.450304
146.950013,20,2760.609466
-145.629006,100,2763.44845
-202.22035,100,2767.450115
-228.640592,100,2772.487124
-202.584588,100,2777.462701
-224.827182,100,2782.476213
-165.584033,100,2787.473556
-187.432659,100,2792.467584
-173.338328,100,2797.482773
-184.412695,100,2802.498013
60.112479,50,2806.971079
-198.391512,100,2811.503214
-189.715641,100,2816.506116
-184.8655,100,2821.545712
-192.856873,100,2824.530708
-263.343835,100,2829.529599
-189.234559,100,2834.545238
-167.224298,100,2839.531439
-190.130673,100,2844.528425
-190.430785,100,2848.530382
-175.537955,100,2853.5402
-196.60451,100,2857.558974
-214.471851,100,2861.561102
-193.698198,100,2866.566499
-155.951054,100,2871.589856
-175.761093,100,2875.570617
132.538842,24,2878.777781
-159.238917,100,2882.574874
-174.102068,100,2887.585456
45.217134,60,2892.177314
53.580728,48,2895.058715
-234.236832,100,2898.60447
31.658891,62,2902.25489
-265.956125,100,2906.677421
132.894589,26,2909.849192
-214.261878,100,2913.595982
-165.185367,100,2917.724164
-185.685328,100,2921.611471
-157.271781,100,2926.640251
-168.963814,100,2930.712898
-255.261243,100,2935.697647
-176.110813,100,2939.621312
-167.613873,100,2943.716538
-159.82236,100,2948.715223
-190.330435,100,2952.706411
-189.970492,100,2956.710405
-172.97495,100,2960.691097
-169.02132,100,2964.726048
-199.65466,100,2969.763692
-276.516068,100,2973.792694
-181.330007,100,2977.696699
-149.865142,100,2981.782635
-186.718626,100,2985.735847
-190.688494,100,2989.702291
-154.36175,100,2993.783228
-170.84315,100,2997.772114
-215.046496,100,3001.77935
121.448109,31,3006.012728
-180.702706,100,3009.683156
-286.041758,100,3014.807206
-295.550377,100,3018.770045
-209.213226,100,3022.745722
-205.582124,100,3026.792569
-160.043915,100,3029.822495
-332.982164,100,3034.801648
-194.024247,100,3038.830652
-62.156873,96,3042.700379
33.40681,55,3046.295751
-79.095821,97,3049.733893
-183.319947,100,3053.840871
-152.793717,100,3057.847608
-188.053984,100,3061.768578
-188.735412,100,3065.854373
59.87424,48,3069.261922
-145.052167,100,3072.748
-48.736266,94,3076.696214
-198.581524,100,3081.859025
-198.442218,100,3085.855657
-306.905617,100,3089.894706
-319.475886,100,3093.795318
119.608102,35,3097.148683
-225.908537,100,3101.814248
-150.819038,100,3105.894767
-154.074344,100,3109.812425
-223.76022,100,3113.82499
6.951469,78,3118.64548
127.001558,27,3122.064905
-197.372015,100,3126.921389
-211.486988,100,3131.853776
-164.077345,100,3135.948706
-145.259973,100,3140.928733
-166.970102,100,3145.873516
-194.540634,100,3149.866962
-145.915417,100,3152.947307
-159.763513,100,3156.858289
-150.873889,100,3161.951555
-174.15517,100,3166.939233
-145.542961,100,3171.939041
-187.912763,100,3175.848663
-67.503454,97,3180.936732
-191.198638,100,3184.891261
-218.568171,100,3188.958053
-161.571275,100,3193.970573
17.431074,66,3197.530654
-167.66033,100,3201.969262
-226.210325,100,3206.943524
-171.056628,100,3211.895405
-268.274199,100,3216.911996
-152.875246,100,3220.907828
143.295337,21,3225.113617
-253.080131,100,3229.928392
-179.280163,100,3234.987315
-173.280424,100,3239.979994
-233.070461,100,3244.983486
-156.334339,100,3249.969977
-170.588975,100,3253.949993
-149.336053,100,3258.945266
-154.768245,100,3264.042741
-165.294003,100,3267.997135
-151.351639,100,3271.980242
-163.06521,100,3277.085754
-273.304315,100,3280.104966
-147.035569,100,3285.002378
-220.716856,100,3289.022703
-210.579934,100,3294.096228
-209.588876,100,3299.101978
-157.139024,100,3304.021685
-223.653983,100,3309.093207
-223.588259,100,3314.098629
-201.60247,100,3317.04891
184.149816,7,3321.070266
-150.619803,100,3326.135643
56.772239,55,3330.60493
-219.788404,100,3335.058637
-183.654443,100,3340.047124
138.824921,19,3344.21091
-164.799861,100,3349.044075
-184.65581,100,3353.053924
-169.399846,100,3358.055692
-169.409213,100,3363.061533
-166.662974,100,3368.087893
1.96442,74,3371.800723
-184.508801,100,3375.073303
-161.532249,100,3379.097825
-200.718663,100,3383.094586
-157.571983,100,3388.088756
-216.294547,100,3393.095807
-173.105383,100,3398.10239
-161.536657,100,3403.111037
-171.428833,100,3407.161168
69.040228,54,3411.690706
-190.254324,100,3416.134687
-201.361576,100,3420.120975
-167.072175,100,3424.221522
-162.97163,100,3429.224411
-166.136169,100,3432.13557
-205.898136,100,3437.142796
-224.70369,100,3441.160712
-165.529242,100,3445.16322
-171.31681,100,3450.178025
-208.8366,100,3454.159424
-217.15661,100,3458.255299
-171.383153,100,3463.282398
-176.091472,100,3468.277776
164.490115,13,3472.306849
-221.974266,100,3476.29589
-169.339673,100,3481.182239
-165.890178,100,3485.26001
184.358387,6,3488.240176
-217.648799,100,3493.325729
-194.920049,100,3498.313993
-226.858895,100,3503.241022
-214.994545,100,3508.244408
-183.588589,100,3512.223479
-192.419714,100,3516.248641
-181.75342,100,3520.25892
-177.272002,100,3525.234336
-213.958594,100,3529.248561
-17.381826,80,3534.122414
-200.339364,100,3538.34343
113.501264,33,3542.597426
8.495352,69,3547.000438
-192.588973,100,3551.299072
-212.111131,100,3555.37308
-180.496109,100,3560.296817
-225.682488,100,3565.299697
-222.032452,100,3569.302433
-151.75406,100,3574.374324
-162.75334,100,3579.3574
-242.763219,100,3584.332588
-154.835954,100,3589.32126
-167.214098,100,3594.322104
-229.6648,100,3599.334771
-225.016687,100,3604.364096
-240.700333,100,3608.317374
180.440675,7,3612.377945
-141.178403,100,3617.333341
-147.49179,100,3621.356169
-229.91373,100,3626.364411
-38.468917,86,3631.205287
-170.266201,100,3635.346202
-216.324103,100,3640.395863
-33.196063,94,3645.398602
-229.004721,100,3650.473741
-202.903971,100,3654.501136
127.569708,23,3657.619918
-182.663144,100,3662.437889
-172.430159,100,3666.409746
-188.853754,100,3670.513625
-178.919218,100,3674.457538
-252.256507,100,3678.545319
-216.447285,100,3683.519443
-150.568483,100,3687.515572
-154.580888,100,3691.451653
191.975722,3,3695.427458
182.725272,7,3697.4737
-163.140475,100,3702.447443
-158.032049,100,3707.516062
53.095375,58,3711.049653
-259.811501,100,3714.529311
26.366763,70,3719.195154
-169.347212,100,3722.572189
-133.004058,100,3725.438672
-143.742991,100,3728.43562
128.269837,29,3732.748976
-170.763252,100,3737.540732
-260.034358,100,3741.4832
-181.600233,100,3745.469957
-273.288525,100,3749.603428
-150.38406,100,3754.47355
-167.950692,100,3759.607678
-45.934848,99,3763.502786
-211.396234,100,3766.558583
-154.672619,100,3771.633311
-170.189642,100,3775.619702
-196.903806,100,3779.576295
-155.83255,100,3783.527886
-252.580279,100,3786.553806
-175.857227,100,3790.572011
-193.222513,100,3794.639488
-216.571907,100,3798.65093
-156.594305,100,3802.63465
-211.999259,100,3806.652034
-204.741413,100,3809.649152
-168.246966,100,3813.645049
136.086614,22,3815.755471
138.36739,23,3817.759629
-212.937549,100,3820.602907
-198.857708,100,3824.664119
-230.498775,100,3829.740396
142.330004,24,3833.792248
-224.880695,100,3838.705266
-222.919458,100,3843.724939
-173.725889,100,3847.595101
-242.40473,100,3850.672259
-251.07622,100,3853.643795
146.19648,22,3856.788861
-163.828424,100,3860.624853
-150.582238,100,3864.607459
-169.577473,100,3868.644521
-234.87733,100,3873.623512
76.106132,51,3878.112568
-184.55914,100,3881.634778
