#{"t_start": 1765077872.44755, "env_id": "None"}
r,l,t
-175.913118,100,2126.346803
-189.669554,100,2131.416895
-175.144406,100,2134.410994
-172.3701,100,2139.374995
-168.626599,100,2143.452417
-173.667872,100,2148.465866
-186.855392,100,2153.427265
-195.330659,100,2158.389108
-172.434063,100,2163.330665
-170.883225,100,2168.347716
-191.095733,100,2173.41762
-193.102045,100,2178.322362
-206.678889,100,2183.428884
-172.08673,100,2188.330577
-175.433737,100,2193.36676
-182.698333,100,2198.449887
-175.33923,100,2203.433823
-171.833062,100,2208.443163
-183.834052,100,2213.447883
-166.997098,100,2217.454687
-186.751,100,2221.412234
-181.966005,100,2226.413422
-190.723991,100,2231.466414
-170.150309,100,2234.477481
-188.262143,100,2237.448127
-194.68845,100,2241.521007
-192.321738,100,2246.465586
-172.333488,100,2251.435104
-198.746862,100,2255.482056
-165.796089,100,2259.49737
-171.313173,100,2264.434763
-198.237664,100,2269.553508
-171.196265,100,2274.461981
-164.662621,100,2278.578777
-199.028055,100,2282.506199
-198.890258,100,2287.487281
-165.576963,100,2292.509586
-168.759643,100,2297.501867
-189.375071,100,2301.502799
-175.163931,100,2306.52515
-179.592095,100,2311.558765
-179.390832,100,2316.526455
-171.693817,100,2321.498582
-143.253958,100,2326.544982
-189.290391,100,2331.559373
-179.688364,100,2336.573506
-177.12858,100,2340.538877
-186.881683,100,2345.574469
-189.370836,100,2350.512654
-183.052488,100,2354.547015
-192.165303,100,2357.607574
-158.187757,100,2361.597071
-181.603271,100,2365.525835
-168.966376,100,2368.54339
-194.178759,100,2372.616362
-189.467751,100,2377.56279
-186.582356,100,2382.655518
-152.899235,100,2386.61074
-175.563117,100,2391.565363
-191.008822,100,2396.648622
-188.071457,100,2401.596499
-188.060027,100,2406.579427
-191.456638,100,2410.601411
-176.123951,100,2415.670551
-176.771079,100,2420.595212
-170.211857,100,2425.637534
-206.035087,100,2430.678528
-192.080029,100,2435.627414
-184.374277,100,2440.616654
-167.998019,100,2445.628569
-172.201772,100,2449.70737
-181.756999,100,2454.705637
-174.766029,100,2459.668864
-168.372357,100,2463.753277
-175.227578,100,2468.718543
-146.777705,100,2473.674303
-157.754418,100,2476.786168
-196.557658,100,2479.708683
-168.55448,100,2484.692856
-179.280896,100,2488.800755
-171.606063,100,2492.719702
-200.610879,100,2497.74237
-179.618258,100,2501.792774
-183.636446,100,2506.812087
-176.329599,100,2511.774316
-181.32616,100,2516.834204
-175.570828,100,2520.743967
-181.322043,100,2525.848338
-161.447057,100,2529.757477
-186.956473,100,2534.747964
-179.481271,100,2539.871261
-183.491195,100,2544.868483
-190.545885,100,2548.859395
-170.943164,100,2553.781251
-158.037412,100,2558.848773
-177.346862,100,2563.798702
-172.385314,100,2567.780634
-178.108477,100,2572.841722
-151.72013,100,2577.736418
-190.61415,100,2582.783786
-170.932844,100,2587.788545
-185.078901,100,2592.844472
-167.128423,100,2596.849777
-174.936418,100,2599.895207
-175.480909,100,2602.861803
-181.181139,100,2605.804649
-183.354022,100,2609.802289
-159.237517,100,2614.878656
-197.959821,100,2619.863041
-165.384042,100,2624.888077
-194.160421,100,2629.85761
-207.915704,100,2634.851147
-211.449933,100,2639.882565
-156.049929,100,2643.970101
-190.563788,100,2648.870752
-182.989532,100,2653.835315
-164.153337,100,2658.969946
-191.721598,100,2662.917966
-191.602946,100,2667.881419
-169.861661,100,2672.852108
-180.80636,100,2678.007838
-194.302723,100,2681.992499
-191.090773,100,2686.977961
-185.96106,100,2690.956538
-159.787531,100,2695.059421
-140.344808,100,2699.970534
-187.885303,100,2705.03744
-166.598218,100,2707.934519
-141.849262,100,2712.98358
-192.472963,100,2717.926135
-167.517887,100,2723.015406
-189.571128,100,2726.982605
-193.975888,100,2730.976483
-174.358534,100,2736.027666
-173.166464,100,2741.055176
-180.855973,100,2745.108711
-162.332824,100,2750.047523
-152.560497,100,2754.073243
-171.053277,100,2759.008975
-177.377805,100,2764.02179
-180.586411,100,2769.047771
-167.05938,100,2774.055924
-184.741295,100,2779.074525
-195.57091,100,2784.119096
-176.328676,100,2788.059847
-190.114683,100,2793.03913
-207.118259,100,2798.059944
-185.98554,100,2803.130872
-186.026138,100,2807.127239
-182.001274,100,2812.060046
